164931005 428417006 426177001,2
164909002 39732003 284470004,4
164865005 164951009 426783006 713426002,22
47665007 164890007,2
164865005 426783006 266249003 425623009,2
164865005 445118002 284470004 39732003 270492004,1
284470004 59931005,4
39732003 427084000 713426002,1
164865005 164917005 47665007 426783006 713427006,1
164865005 164951009 39732003 164861001 427084000 164873001,3
428750005 253352002 427172004,2
39732003 111975006,1
284470004 164873001 266249003 111975006 67741000119109,1
164934002 426783006 59931005,5
251146004 426783006 164947007,2
10370003 284470004 429622005,1
427172004 54329005,1
164934002 39732003 425623009 164889003,4
164930006 164873001,6
195126007 428750005 111975006,1
425419005 698252002,1
164873001 164861001 164889003 429622005,3
164865005 55930002 164917005 164861001 426177001 164873001,1
428750005 164890007 427172004,2
164930006 39732003 111975006 713426002,1
253352002 111975006,4
164873001 39732003 284470004 67741000119109,2
164865005 426783006 164873001 59931005,1
428750005 55930002,1
426783006 713426002 270492004,6
164865005 426783006 164934002 429622005,7
164884008 284470004,3
164934002 164917005 164930006 111975006 426434006,7
284470004 164873001 59931005 164889003,1
164930006 164873001 111975006,37
426783006 164884008,95
426783006 164873001 164861001 67741000119109,2
164865005 445118002 39732003 55930002 426783006 164884008 164873001,1
426783006 164873001 39732003 111975006,1
425419005 164951009 164861001 164889003,2
426783006 445118002 164873001 39732003 446358003,1
713427006 164930006 713426002,2
164873001 164867002,6
164934002 164884008 47665007 426783006,1
251146004 427084000 111975006,1
164865005 164917005 426783006 59931005 425623009,1
195126007 428750005 427084000 111975006,1
426783006 164861001 426761007,1
164865005 698252002 39732003 427084000,1
251146004 27885002,1
164934002 59931005 426761007,1
164865005 428750005 426783006 698252002,1
164934002 425419005 427393009 164917005 426177001 59931005,1
164934002 428750005 713427006 284470004 59931005 425623009,1
164865005 164934002 164917005 11157007 284470004 59931005 426783006,1
428750005 426177001 111975006,4
713426002 427393009 67741000119109,1
164873001 39732003 427084000,5
39732003 713426002 284470004 164861001 426783006 164884008 164873001,1
164934002 428750005 39732003 426177001 59931005 425623009,1
426783006 164951009 89792004 713427006,1
164934002 445118002 164889003,2
426783006 89792004,1
713426002 39732003 427084000 67741000119109,1
426783006 11157007 284470004 698252002,1
233917008 164930006 164873001 111975006 164890007,1
426783006 284470004 39732003,10
164865005 164951009 39732003 164861001 426783006 164873001,33
164865005 713427006 164867002,1
426783006 164873001 39732003 67741000119109,1
164865005 713427006 426783006 164947007 270492004,1
251146004 426783006 426177001 251200008,1
164884008 446358003 164873001 427084000 284470004,1
428750005 164873001 89792004,2
284470004 425623009 427084000,1
713426002 164930006 111975006 67741000119109,1
164865005 164951009 426783006 164861001 39732003,38
164934002 427393009 164873001 39732003,2
164865005 164889003 429622005 164861001 164884008 164873001,1
428750005 89792004 446358003,1
164934002 426783006 164873001 698252002,4
164934002 164873001 251268003 425623009,1
164934002 428750005 425419005 164889003 713422000,1
426783006 164909002 39732003 164947007 270492004,2
426783006 713427006 445211001 47665007 270492004,1
164865005 426177001 59931005 429622005,1
164861001 164889003 713426002,2
164934002 713426002 164890007 426434006,1
164865005 164951009,6
426783006 445211001 164873001 47665007,2
426783006 164873001 164861001,164
164865005 164951009 445118002 39732003 11157007 164884008,1
426177001 253352002 266249003,1
164865005 427084000 67741000119109 426434006,1
47665007 164861001 698252002 164889003,1
164930006 428750005 111975006 713426002,4
164934002 59931005 425419005 426761007,1
164865005 445118002 67741000119109 164861001 426783006 164873001,2
164934002 426177001 425623009 67741000119109,2
164865005 164951009 445118002 713427006 47665007 426783006,4
164934002 425623009 164889003,11
164934002 428750005,9
164934002 164917005 284470004 425419005 427084000,1
164934002 427393009 445118002,2
426783006 445211001 89792004 446358003 47665007,1
426783006 164917005 426177001,1
164934002 426783006 39732003 713426002,7
164934002 426783006 164873001 39732003,4
284470004 251120003,5
426783006 164951009 47665007 164890007,1
713427006 59931005 427084000,2
164934002 445118002 164873001,1
67741000119109 39732003 55930002 11157007 427084000 164884008,1
164909002 39732003 67741000119109 6374002 270492004,2
164934002 67741000119109 429622005 164917005 54329005 426783006,1
426783006 284470004 251200008,2
164865005 164873001 55930002 427084000 713426002,1
27885002 251120003 164889003,1
427393009 426177001 59931005 270492004,1
426783006 164873001 54329005,2
164934002 713426002 427393009 425623009 67741000119109,1
47665007 266249003 89792004,1
195042002,5
164865005 27885002 426783006 713426002,1
270492004 164917005 284470004 59931005 164873001 425623009 111975006,1
426177001 39732003 59931005,1
284470004 164930006 164873001 428750005 111975006,1
426783006,9182
164865005 426783006 11157007 284470004,3
164934002 426783006 284470004 251200008,2
164934002 164931005 164930006 111975006,2
713427006 89792004 284470004 39732003,1
164865005 445118002 39732003 429622005 164861001 59931005 426783006,1
427084000 39732003 426761007,1
164934002 284470004 39732003 270492004,1
251146004 111975006,3
251268003 426177001,1
164934002 164917005 164890007 59931005 425623009,1
164930006 428750005 426177001 111975006 67741000119109,1
164865005 270492004 39732003 698252002 54329005 426783006,1
164917005 713427006,1
164865005 445118002 39732003 429622005 426783006 164873001,1
164865005 427084000 251146004,1
284470004 427172004 427084000 59931005,1
164865005 67741000119109 39732003 429622005 164931005 425623009,1
164934002 164930006 425623009 195126007 111975006,2
164865005 164951009 426783006 39732003 55930002,1
427393009 426177001 445118002,1
426783006 713426002 89792004 164947007 270492004,1
164865005 164951009 39732003 698252002 164861001 426783006 164873001,3
428750005 55930002 164947007 270492004,1
698252002 713422000,1
251146004 427172004 426177001 425623009,1
164930006 425623009,1
713427006 164917005 425623009 67741000119109,1
164934002 425419005 428750005 59931005 427084000 195126007 111975006,1
53741008 164889003 698247007,2
426783006 164884008 698252002 270492004,1
164909002 427084000 270492004,2
164861001 713426002,3
425419005 164884008,1
164865005 164917005 284470004 713427006 426783006,2
164865005 164917005 445118002 164889003,1
164934002 164917005 164889003 425623009 111975006,1
164934002 39732003 251120003 164889003 164917005 425623009,1
164884008 428750005 427172004,1
164865005 427393009 251146004 429622005,1
164934002 427084000 425623009 426434006,1
428750005 164889003 429622005 164861001 59931005 164884008 164873001,1
445118002 54329005 713426002,1
164865005 445118002 39732003 713426002 284470004 426783006,1
426783006 426177001 270492004,3
426783006 164951009 54329005 713426002,1
164873001 39732003 428417006,1
164951009 427393009 698252002,1
164865005 164931005 164873001 54329005,1
427084000 67741000119109,45
164873001 266249003 427084000 67741000119109,1
164951009 427393009 39732003 445118002,2
164865005 164884008 426783006,12
164865005 426783006 164873001 270492004,1
445118002 67741000119109 39732003 429622005 427084000 164947007 164884008 446358003,1
164865005 251200008 713426002 164861001 59931005 426783006,1
426177001 445118002 39732003 713426002,2
446813000 164867002,7
164865005 445118002 39732003 713426002 284470004 426783006 164884008 164873001,1
713427006 164873001 164889003 713426002,1
251146004 428750005 284470004 427084000,1
427084000 164867002,84
164865005 164861001 164867002 270492004,1
27885002 445211001 164861001 47665007 67741000119109,1
195126007 89792004,1
698252002 164873001 164861001 39732003 427084000,2
426783006 698252002 164947007 270492004,3
164930006 428750005 427172004 111975006 270492004,1
164934002 89792004 713426002,1
164865005 164951009 426177001,15
428750005 427084000 270492004,6
164934002 284470004 39732003 426434006,1
713427006 427393009 426177001 425623009 59931005,1
164934002 67741000119109 270492004,1
164865005 53741008 164896001,1
164934002 428750005 164890007 233917008,1
426177001 164873001 39732003 195042002,1
164909002 270492004 39732003 164861001 426783006 164884008 164873001,1
426177001 164931005 164873001 39732003 428417006,1
713427006 164873001 425623009 284470004 67741000119109,1
164865005 426783006 164934002 54329005,1
164917005 425623009 111975006 67741000119109,1
164884008 164909002 164889003 270492004,1
164934002 67741000119109 270492004 284470004 164947007 426783006,1
713427006 270492004,31
164873001 39732003 164889003 429622005,1
426783006 11157007 164873001,2
164873001 266249003 427084000,1
698252002 446358003 164873001 427084000 429622005,1
164865005 164934002 445118002 39732003 164947007 426783006 164873001,1
426783006 164951009 445118002 39732003 713427006,1
425419005 426783006 67741000119109 270492004,1
164934002 427084000 59931005 425623009,2
425419005 164917005 713427006,3
164931005 164930006 111975006,1
164865005 164951009 39732003 251120003 164889003,1
426783006 10370003,2
164934002 425623009 427084000 195126007,1
164865005 39732003 164889003 429622005,1
54329005 164889003,1
164934002 284470004,17
713427006 164873001 429622005,1
164865005 164917005 426783006 270492004,2
428750005 164909002 39732003 270492004,1
164865005 39732003 429622005 59931005 426783006 164873001,1
164934002 164889003,105
164861001 251200008 164889003 429622005,1
164865005 445118002 39732003 698252002 284470004 164884008,1
713427006 428750005 713426002,2
713426002 164930006 426627000,1
164865005 429622005 284470004 164861001 426783006 164873001,1
164865005 164931005 164867002,1
164865005 426177001 713426002,1
428750005 67741000119109,38
428750005 39732003 427084000,8
164909002 428750005 164873001,1
428750005 164890007 270492004,1
164934002 233917008 428750005 59931005 164889003,1
164934002 445118002 270492004 39732003 164917005 164947007 426783006,1
426783006 284470004 164861001,3
426783006 164884008 427393009 429622005,1
164934002 425419005 428750005 164917005 59931005 427084000,4
47665007 445211001 698252002 164889003 713426002,1
426783006 284470004 164861001 59931005,1
164934002 251146004 428750005 426177001 59931005 426434006,1
164873001 426177001 270492004,6
164934002 164884008 427393009 426783006,1
164934002 164917005 164889003,1
713427006 428750005 39732003,2
426783006 445118002 164873001,1
164865005 164917005 428750005 426783006 39732003,1
164865005 164951009 426783006 39732003 74390002,3
164934002 284470004 426177001 164861001 54329005 164873001,1
427393009 713426002,10
426627000 428750005 270492004,1
164865005 164861001 164934002 164889003 429622005,4
60423000 67198005 251182009,1
164865005 164951009 39732003 164861001 426783006 164884008 164873001,3
284470004 67198005 251182009,1
164865005 164951009 698252002 47665007 427084000 164884008,1
164934002 270492004 713426002 713427006 284470004 426177001,1
426783006 164909002 164947007 270492004,3
164934002 39732003 425419005,7
164934002 164930006 251120003 426177001 425623009 111975006,1
59931005 67741000119109,7
47665007 427084000,5
426783006 284470004 425623009,1
164865005 713426002 164917005 445211001 47665007 427084000,1
426783006 164873001 164861001 284470004 67741000119109,1
164930006 233917008 428750005 713426002 164890007 111975006,1
164865005 67741000119109 698252002 445211001 284470004 47665007 426783006 164884008,1
164865005 445118002 39732003 67741000119109 270492004,1
164861001 164889003 429622005,3
164865005 164951009 284470004 39732003 426434006,1
10370003 428750005,2
164931005 164873001 428417006,3
164934002 164930006 251146004 426648003 426434006 111975006,1
427393009 39732003 55930002,3
164865005 164951009 164889003 47665007 164861001 164873001,1
164917005 164930006 164873001 111975006,2
426177001 713427006 39732003 426434006,1
251146004 27885002 426627000,1
27885002 164930006 251120003,1
164873001 164861001 427084000 55930002,1
427172004 164873001 39732003 713427006 270492004,1
164865005 164917005 426783006 59931005,7
426177001 428750005 39732003 233917008,1
251180001 284470004 164867002,1
164865005 428750005 164917005 59931005 426783006 164873001,1
164865005 164951009 251146004 39732003 164861001 426783006,1
426648003 427084000 429622005,1
164934002 426177001 59931005 426434006,1
195126007 713427006 427084000 425623009,1
426783006 54329005 164947007 270492004,1
164884008 164873001 39732003 55930002,1
164934002 713427006 427172004 425623009,1
164865005 164884008 427084000 270492004,1
39732003 164889003,15
164865005 164951009 445118002 39732003,1
164865005 428750005 426783006 55930002 429622005,1
164934002 164930006 427393009 428750005 39732003 251120003 59931005 426434006 164873001 111975006,1
445118002 284470004 270492004,1
164867002 251120003 426627000,1
428750005 284470004 39732003 270492004,1
251146004 426783006 39732003 698252002,1
713427006 427172004 270492004,2
164934002 164884008 54329005 164951009 164889003,1
164951009 39732003 713426002 429622005 284470004 426783006,1
164865005 39732003 270492004,2
164934002 445118002 425419005,1
164934002 164917005 428750005 425419005,1
445118002 164873001 164861001 39732003 427084000,2
426783006 164884008 713427006,3
425419005 713427006 427084000 164889003,2
426783006 164884008 427393009 164951009,1
164865005 428750005 446813000 164867002,1
164934002 428750005 713426002,1
427393009 164930006 428750005 111975006 713426002,1
445118002 164873001 164861001 427084000 55930002,1
425419005 164917005 164873001 427084000,1
164934002 427393009 111975006,2
427084000 164867002 270492004,1
164934002 284470004 59931005 425623009,1
164930006 164889003 428750005 111975006 445118002,1
713427006 164930006 89792004 164867002,1
164931005 164873001 426177001 428417006,2
370365005 164873001 428750005 67741000119109,1
426783006 164951009 39732003 427084000,1
164934002 427393009 164873001 425623009,2
713427006 428750005 164890007,3
164865005 445118002 39732003 284470004 426783006 164884008,1
164865005 164951009 428750005 698252002 426783006 164873001,2
164884008 67741000119109,2
445118002 427172004 427084000 67741000119109,1
164865005 164951009 270492004 54329005 426783006 164884008,1
251268003 39732003,1
713427006 59931005 164889003,5
164873001 39732003 270492004,8
164951009 266249003 39732003 164861001 426783006 164873001,1
164865005 164951009 89792004 39732003 713427006 426783006,2
164865005 67741000119109 698252002 429622005 164917005 164861001 426783006 164873001,1
164865005 164884008 445118002 426783006 39732003,5
427084000 54329005 270492004,1
713427006 164890007 59931005,1
164873001 426177001 284470004 270492004,2
425419005 164884008 426783006 164947007 270492004,1
164865005 164861001,9
164934002 164930006 251146004 59931005 426434006 111975006,1
251146004 426783006 164861001,1
426783006 164917005 698252002,4
426783006 164917005 39732003 55930002,1
164934002 251200008 698252002 11157007 284470004 426177001,1
164931005 713426002,1
47665007 164951009 445118002 713427006 164889003,2
164934002 164917005 164930006 59931005 111975006,1
428750005 233917008,1
164865005 55930002 164917005 164861001 426783006 164884008 164873001,1
164865005 164951009 39732003 427084000 54329005 426434006 164873001,1
164865005 164951009 445118002 284470004 39732003,2
164930006 67741000119109 111975006 445118002,3
713427006 11157007 164889003,2
164865005 270492004 164917005 59931005 164947007 426783006 425623009,1
426783006 164951009 428750005 39732003 54329005,2
426177001 713427006 284470004 39732003,1
426783006 446358003 713426002,2
89792004 427084000 446813000 164867002,1
164865005 445118002 270492004 39732003 284470004 164947007 426783006 164884008,1
164865005 164861001 427084000 59931005 164884008 164873001,1
253352002 111975006 270492004,1
164934002 164930006 67741000119109 428750005 59931005 164931005 111975006,1
164931005 164909002,4
426995002 427172004 428750005 426627000,1
251146004 284470004 427172004 270492004,1
425419005 164951009 426783006 425623009,1
164865005 164873001 65778007,1
164865005 270492004 39732003 164861001 426783006 164873001,1
164934002 427393009,21
47665007 426177001 195042002 713426002,1
713427006 425623009 67741000119109 270492004,1
164865005 164951009 164873001 164861001 164889003,8
233917008 164889003,1
164934002 164930006 427172004 425419005 111975006,1
164865005 164951009 445118002 270492004 39732003 713426002 426783006,1
164934002 164930006 284470004 698252002 111975006,2
164917005 284470004 39732003 425623009 111975006,1
164930006 284470004 111975006 445118002,1
164865005 164951009 67741000119109 39732003 54329005 426783006 425623009,1
164865005 164867002,1
164930006 428750005 59931005 111975006,6
164934002 164917005 426177001 713427006,1
427393009 164890007 111975006,1
164865005 164890007 55930002,2
164873001 426177001,73
425419005 445118002 425623009,1
426783006 164951009 445211001 89792004 713427006,1
445118002 39732003 54329005,1
445118002 39732003 698252002 164861001 426783006 164873001,1
426783006 164884008 164861001 698252002,1
164865005 164917005 428750005 426783006 429622005,1
164934002 427084000 251146004 426434006,1
164934002 164890007 425419005 233917008,6
426783006 164951009 445118002 164861001 39732003,2
164865005 164884008 39732003 164951009 270492004,1
164934002 445118002 425623009 164889003 713426002,1
253352002,8
164934002 284470004 270492004,1
164934002 425623009 67741000119109,7
426783006 39732003 713426002,53
426783006 713427006 39732003 270492004,1
164884008 698252002,1
164934002 164951009 426783006 39732003 251120003,1
164930006 251120003,3
713426002 428750005 164861001 195042002 55930002,1
713427006 425623009,3
164934002 426177001 270492004,5
164934002 164917005 426177001 426434006,8
164930006 427172004 426627000,1
47665007 164951009 445211001 713427006 164889003,3
446358003 427084000 164867002,1
164865005 164934002 270492004 429622005 164947007 426783006 164873001,1
164934002 164889003 111975006,3
713427006 427084000 39732003 425623009,1
164890007 698247007,1
251146004 284470004 427084000 164889003,1
425419005 284470004 164861001 39732003,1
164865005 164873001 164861001 270492004,1
164865005 164917005 426783006 698252002,8
164896001 428750005 164890007,1
425419005 164889003 429622005,1
426664006 164930006 428750005 427172004 111975006,1
164917005 59931005 713427006 67741000119109,1
164934002 698252002 428750005 427084000,1
164865005 445118002 39732003 429622005 164861001 59931005 164947007 426783006 164873001,1
426177001 55930002,4
425419005 164884008 164861001 164889003,2
426783006 266249003 164861001 59931005,1
698252002 429622005,2
164930006 428750005 89792004 111975006 713426002,1
164934002 164930006 164917005 426177001 425623009 111975006,1
164934002 427172004 39732003 427084000,2
426177001 425623009,3
713427006 164931005 428417006,1
164934002 164884008 445118002 426783006 55930002,1
445118002 164873001 427084000,2
59931005 427084000 426434006,1
233917008 428750005 427172004 164889003 713427006 164890007 59931005,1
427393009 164930006 426177001 111975006,1
164917005 164873001 427172004 425623009 427084000,1
426783006 164951009 445118002 54329005 270492004,1
426783006 164873001 266249003,4
284470004 266249003 164867002,1
164930006 164873001 446813000,1
445118002 67741000119109,5
164865005 445118002 426783006 164934002,1
164930006 426177001 111975006 713426002,1
426177001 164861001 164867002 270492004,3
164931005 164873001 427084000 428750005,1
426783006 164951009 164873001 39732003,2
270492004 39732003 698252002 164861001 426783006 164884008,1
77867006 164867002,1
164865005 428750005 164873001 164867002 427084000,1
164934002 426783006 445118002 164873001 39732003,3
426783006 11157007 39732003,1
164934002 89792004 425419005 111975006,1
164930006 427393009,3
